"44","-0.35","0.29","-1.66","5","1235039300"
"44","-0.36","0.28","-1.7","5","1235039300"
"44","-0.37","0.27","-1.7","5","1235039300"
"44","-0.51","0.32","-1.72","5","1235039300"
"44","-0.36","0.35","-1.74","5","1235039300"
"44","-0.33","0.27","-1.78","5","1235039300"
"44","-0.41","0.34","-1.73","5","1235039300"
"44","-0.3","0.35","-1.77","5","1235039300"
"44","-0.24","0.23","-1.8","5","1235039300"
"44","-0.16","0.35","-1.74","5","1235039300"
"44","-0.18","0.33","-1.74","5","1235039300"
"44","-0.27","0.31","-1.7","5","1235039300"
"44","-0.37","0.27","-1.7","5","1235039300"
"44","-0.37","0.16","-1.71","5","1235039300"
"44","-0.36","0.16","-1.77","5","1235039300"
"44","-0.34","0.29","-1.74","5","1235039300"
"44","-0.3","0.19","-1.7","5","1235039300"
"44","-0.23","0.13","-1.8","5","1235039300"
"44","-0.49","0.21","-1.7","5","1235039300"
"44","-0.21","0.09","-1.71","5","1235039300"
"44","-0.34","0.46","-1.5","5","1235039300"
"44","-0.54","0.15","-1.57","5","1235039300"
"44","-0.42","0.36","-1.28","5","1235039300"
"44","-0.51","0.5","-1.51","5","1235039300"
"44","-0.25","0.86","-1.38","5","1235039300"
"44","-0.16","0.14","-1.69","5","1235039300"
"44","-0.23","0.82","-1.43","5","1235039300"
"44","-0.22","0.28","-1.6","5","1235039300"
"44","-0.16","0.26","-1.63","5","1235039300"
"44","-0.16","0.07","-1.61","5","1235039300"
"44","0.15","0.5","-1.49","5","1235039300"
"44","-0.36","0.15","-1.58","5","1235039300"
"44","-0.66","0.91","-1.71","5","1235039300"
"44","-1.27","0.86","-1.84","5","1235039300"
"44","-0.48","0.63","-1.6","5","1235039300"
"44","-0.07","0.02","-1.78","5","1235039300"
"44","-0.22","-0.14","-1.82","5","1235039300"
"44","-0.12","-0.01","-1.78","5","1235039300"
"44","-0.2","0.13","-1.78","5","1235039300"
"44","-0.24","0.27","-1.69","5","1235039300"
"44","-0.29","0.15","-1.7","5","1235039300"
"44","-0.33","0.17","-1.69","5","1235039300"
"44","-0.33","0.26","-1.72","5","1235039300"
"44","-0.46","0.25","-1.74","5","1235039300"
"44","-0.41","0.24","-1.77","5","1235039300"
"44","-0.37","0.26","-1.49","5","1235039300"
"44","-0.64","0.89","-1.16","5","1235039300"
"44","-0.49","0.34","-1.64","5","1235039300"
"44","-0.36","0.86","-1.42","5","1235039300"
"44","-0.23","0.61","-1.43","5","1235039300"
"44","-0.28","0.26","-1.54","5","1235039300"
"44","-0.3","0.23","-1.59","5","1235039300"
"44","-0.18","0.19","-1.54","5","1235039300"
"44","-0.13","0.34","-1.41","5","1235039300"
"44","-0.18","0.07","-1.58","5","1235039300"
"44","-0.15","0.32","-1.58","5","1235039300"
"44","-0.16","0.23","-1.6","5","1235039300"
"44","-0.1","0.36","-1.54","5","1235039300"
"44","-0.16","0.06","-1.68","5","1235039300"
"44","-0.62","0.09","-1.77","5","1235039300"
"44","-0.7","0.67","-1.9","5","1235039300"
"44","-0.81","0.54","-1.87","5","1235039300"
"44","-1.11","1.27","-1.62","5","1235039300"
"44","-0.35","-0.04","-1.72","5","1235039300"
"44","0.12","0.05","-1.79","5","1235039300"
"44","0.14","-0.03","-1.78","5","1235039300"
"44","0.02","-0.1","-1.73","5","1235039300"
"44","-0.17","-0.04","-1.71","5","1235039300"
"44","-0.19","0.3","-1.66","5","1235039300"
