"10","-0.69","0.83","-1.33","5","1140888507"
"10","-0.68","0.89","-1.34","5","1140888507"
"10","-0.7","0.83","-1.37","5","1140888507"
"10","-0.69","0.83","-1.37","5","1140888507"
"10","-0.73","0.75","-1.41","5","1140888507"
"10","-0.8","0.77","-1.46","5","1140888507"
"10","-0.7","0.8","-1.4","5","1140888507"
"10","-0.67","0.71","-1.4","5","1140888507"
"10","-0.71","0.67","-1.42","5","1140888507"
"10","-0.78","0.66","-1.44","5","1140888507"
"10","-0.77","0.6","-1.41","5","1140888507"
"10","-0.76","0.64","-1.42","5","1140888507"
"10","-0.79","0.67","-1.46","5","1140888507"
"10","-0.81","0.65","-1.37","5","1140888507"
"10","-0.71","0.57","-1.38","5","1140888507"
"10","-0.72","0.65","-1.44","5","1140888507"
"10","-0.86","0.56","-1.33","5","1140888507"
"10","-0.66","0.71","-1.42","5","1140888507"
"10","-0.6","0.72","-1.37","5","1140888507"
"10","-0.81","0.66","-1.4","5","1140888507"
"10","-0.84","0.76","-1.47","5","1140888507"
"10","-0.79","0.72","-1.47","5","1140888507"
"10","-0.79","0.69","-1.46","5","1140888507"
"10","-0.74","0.83","-1.52","5","1140888507"
"10","-0.6","0.71","-1.39","5","1140888507"
"10","-0.33","1.84","-1.15","5","1140888507"
"10","-0.83","0.46","-1.4","5","1140888507"
"10","-0.74","0.77","-1.32","5","1140888507"
"10","-0.74","0.93","-1.34","5","1140888507"
"10","-0.65","0.76","-1.35","5","1140888507"
"10","-0.74","0.79","-1.39","5","1140888507"
"10","-0.74","0.65","-1.35","5","1140888507"
"10","-0.72","0.8","-1.32","5","1140888507"
"10","-0.52","1.05","-1.14","5","1140888507"
"10","-0.81","0.7","-1.4","5","1140888507"
"10","-0.71","0.76","-1.34","5","1140888507"
"10","-0.7","0.6","-1.32","5","1140888507"
"10","-0.69","0.65","-1.29","5","1140888507"
"10","-0.65","0.57","-1.28","5","1140888507"
"10","-0.82","0.66","-1.33","5","1140888507"
"10","-0.74","0.56","-1.26","5","1140888507"
"10","-0.75","0.63","-1.39","5","1140888507"
"10","-0.85","0.65","-1.32","5","1140888507"
"10","-0.68","1.06","-1.11","5","1140888507"
"10","-0.57","1.28","-1.52","5","1140888507"
"10","-0.69","1.36","-1.6","5","1140888507"
"10","-0.8","0.97","-1.57","5","1140888507"
"10","-0.59","0.86","-1.44","5","1140888507"
"10","-0.71","0.67","-1.41","5","1140888507"
"10","-0.71","0.49","-1.38","5","1140888507"
"10","-0.6","0.5","-1.39","5","1140888507"
"10","-0.69","0.49","-1.38","5","1140888507"
"10","-0.52","0.85","-1.18","5","1140888507"
"10","-0.72","0.48","-1.39","5","1140888507"
"10","-0.64","0.47","-1.27","5","1140888507"
"10","-0.6","0.68","-1.34","5","1140888507"
"10","-0.8","0.58","-1.42","5","1140888507"
"10","-0.52","0.91","-1.31","5","1140888507"
"10","-0.85","0.83","-1.57","5","1140888507"
"10","-0.62","1.29","-1.44","5","1140888507"
"10","-0.77","0.99","-1.38","5","1140888507"
"10","-0.79","1.6","-1.5","5","1140888507"
"10","-0.62","0.89","-1.23","5","1140888507"
"10","-0.82","1.03","-1.4","5","1140888507"
"10","-0.76","0.84","-1.24","5","1140888507"
"10","-0.71","0.63","-1.29","5","1140888507"
"10","-0.73","0.77","-1.36","5","1140888507"
"10","-0.71","0.66","-1.28","5","1140888507"
"10","-0.69","0.74","-1.35","5","1140888507"
"10","-0.69","0.74","-1.37","5","1140888507"
"10","-0.84","0.64","-1.26","5","1140888507"
"10","-0.66","0.31","-1.29","5","1140888507"
"10","-0.57","0.84","-1.25","5","1140888507"
"10","-0.88","0.51","-1.33","5","1140888507"
"10","-0.71","0.87","-1.31","5","1140888507"
"10","-0.73","0.73","-1.34","5","1140888507"
"10","-0.5","0.99","-1.27","5","1140888507"
"10","-0.55","1.45","-1.35","5","1140888507"
"10","-0.46","1.33","-1.51","5","1140888507"
"10","-0.74","0.96","-1.45","5","1140888507"
